ADH BRUTA GENERAL,ADH NETA GENERAL,PRODUCTIVIDAD GENERAL,ABSENTISMO GENERAL,VENTAS TOTALES
41.50596887411102,28.5063989332225,34.865517390200665,39.11939034716342,11
